NO,NAME,IP,GENDER,DESCRIPTION,DATE,COMMENT
3015,蔡小坤最可爱,海南,f,我就是毒唯就是溺爱永远在永远爱！是我们离不开你！！！,Wed Aug 02 00:39:19,@蔡徐坤 生日快乐呀
3016,Rebirth-HK,辽宁,f,KUN,Wed Aug 02 00:36:36,@蔡徐坤 要开心
3017,妙语花芥,辽宁,f,,Wed Aug 02 00:49:22,生日快乐，吃蛋糕[心][心][心]@蔡徐坤
3018,储蓄卡余额8200,江苏,f,,Thu Aug 03 01:16:51,立牌太帅啦
3019,kkkkmmikk,山东,f,,Wed Aug 02 00:47:56,生日快乐🎂
3020,追着坤哥穿秋裤y,云南,f,未曾谋面的，也终将会相遇👭,Wed Aug 02 07:58:19,记得天天开心，吹个蜡烛许个愿吧[哇]@蔡徐坤
3021,counting_on,浙江,f,,Wed Aug 02 07:05:07,生日快乐
3022,M多多的猫猫M,辽宁,f,哈哈哈哈哈哈哈哈哈哈哈哈,Wed Aug 02 09:33:26,哈哈哈哈哈哈哈哈哈哈哈哈我好怕你把蛋糕呼他脸上
3023,偶遇蔡徐坤一万次的幸运儿是我,广东,f,“凝望你的脸 一万人在热恋”,Wed Aug 02 09:13:26,这立牌好帅啊啊啊啊啊啊啊
3024,阳子爱早睡,陕西,f,,Wed Aug 02 08:57:30,生日快乐@蔡徐坤
3025,旺仔小葵花_kun,内蒙古,f,,Wed Aug 02 09:17:24,生日快乐
3026,废废ik,湖北,f,,Wed Aug 02 06:39:31,生日快乐
3027,爱咋咋地啦啦啦5501,江苏,f,,Wed Aug 02 23:42:56,吃蛋糕吹蜡烛许愿哦
3028,蓝色时刻ccc,江苏,f,你是命中注定,Wed Aug 02 16:55:04,@蔡徐坤  生日快乐🎂
3029,女贞路的1号猫头鹰,辽宁,f,修行,Wed Aug 02 13:19:45,生日快乐🎈🎉🎊
3030,fortune-kun,广东,f,花花世界 静守已心,Wed Aug 02 11:29:45,@蔡徐坤 记得开心哟哥哥
3031,爱吃芹菜炒牛肉的小迷虎,广西,f,𝙯ᙆ,Wed Aug 02 11:27:34,想叠千万个纸飞机飞到你怀里，每一个都写着我爱你❤️生日快乐🎂@蔡徐坤
3032,唯爱小葵坤kun,安徽,f,,Wed Aug 02 10:19:57,生日快乐
3033,1点点的芹菜炒牛肉,浙江,f,KUN&IKUN,Wed Aug 02 10:04:10,记得吃蛋糕[打call]@蔡徐坤
3034,穿渡星,宁夏,f,,Wed Aug 02 09:38:05,生日快乐[送花花][打call]
3035,跟蔡徐坤有关的粉丝名都取完了,广东,f,花花世界，静守己心！,Wed Aug 02 07:54:34,25岁的蔡徐坤生日快乐[全力以赴] 1⃣ 愿坤平安喜乐，万事胜意[爱你] 开心多一点 烦恼少一点 2⃣ 希望你在音乐的道路上越来越好，所有人都可以看得到你的才华而喜欢你 3⃣ 记得我们一直都在，也会一直都爱[爱你]“只要你还在台上唱歌，我就会在台下或幕后无条件为你鼓掌”KUN&IKUN♥️FOREVER [心][心]
3036,自成现象爱欲痛,英国,f,,Fri Aug 25 00:48:58,@蔡徐坤❤️你在的地方就是我奔赴的远方，期待下次相聚❤️生日快乐🎂
3037,彩色妳妳,江苏,f,,Thu Aug 03 00:20:34,生日快乐[爱你]
3038,自成现象爱欲痛,英国,f,,Fri Aug 25 00:48:45,@蔡徐坤🦁️：你在的地方就是我奔赴的远方，期待下次相聚❤️生日快乐🎂
3039,菜田员工,云南,m,,Wed Aug 02 01:00:25,生日快乐🎂[抱一抱]
3040,很困白米饭_,山东,f,,Wed Aug 02 00:46:06,蔡徐坤：蜡烛都烧到我的脸了
3041,尔雅的菜,湖南,f,,Fri Sep 22 12:58:10,[心][心][心]
3042,尔雅的菜,湖南,f,,Fri Sep 22 12:58:08,[鲜花][鲜花][鲜花]
3043,尔雅的菜,湖南,f,,Fri Sep 22 12:58:05,[礼物][礼物]
3044,BlueRose没有意外,江苏,m,,Fri Aug 25 08:30:01,么么😘
3045,第十三月的狮子王,广东,m,,Sun Aug 20 17:01:58,[心][心]天天开心
3046,BlueRose没有意外,江苏,m,,Sat Aug 19 09:44:45,爱你
3047,晚睡又不想早起,北京,m, ,Tue Aug 15 18:36:59,[笑cry][钱]
3048,蔡徐坤的大妈粉,河南,m,不加群，不加大粉，不关注yxh，我代表我自己,Sat Aug 05 16:19:13,好帅
3049,KUN晴儿-等天晴版,北京,f,永远偏爱蔡徐坤💛,Thu Aug 03 12:56:42,回复@窝甚麽逗卜几刀82:应该是vivos7
3050,储蓄卡余额8200,江苏,f,,Thu Aug 03 01:16:57,老公[泪][泪]
3051,xrkdehyu0802,福建,f,很多时候你会发现，保持清醒，拥有自己的思考，是多么珍贵。,Wed Aug 02 20:24:36,@蔡徐坤 生日快乐
3052,菜包屁弟,湖南,f,蔡徐坤是巨星,Wed Aug 02 12:23:16,好好看[锦鲤附体]
3053,甜心系坤,马来西亚,f,🦁&🐱 𝐊𝐔𝐍 𝐚𝐧𝐝 𝐈𝐊𝐔𝐍 𝐢𝐬 𝐅𝐎𝐑𝐄𝐕𝐄𝐑,Wed Aug 02 00:30:17,坤， 25 岁生日快乐！🎂 给你简单的祝福，只希望你平安，健康，快乐。永远都是你的歌迷，永远喜欢听你的歌，永远享受你的舞台。有你，有我，有我们。
3054,就叫我小i叭,天津,f,wuli小闪,Wed Aug 02 00:35:25,生日快乐[心][心][心][心]
3055,甜心系坤,马来西亚,f,🦁&🐱 𝐊𝐔𝐍 𝐚𝐧𝐝 𝐈𝐊𝐔𝐍 𝐢𝐬 𝐅𝐎𝐑𝐄𝐕𝐄𝐑,Wed Aug 02 00:30:24,@蔡徐坤
3056,甜心系坤,马来西亚,f,🦁&🐱 𝐊𝐔𝐍 𝐚𝐧𝐝 𝐈𝐊𝐔𝐍 𝐢𝐬 𝐅𝐎𝐑𝐄𝐕𝐄𝐑,Wed Aug 02 00:31:38,一定要一直开心！！！
3057,雲時有雨,重庆,f,此号jin言中,Wed Aug 02 00:46:58,阿彩生日快乐呀
3058,浪漫兴衰,广东,f,𝐂𝐚𝐢𝐗𝐮𝐊𝐮𝐧,Wed Aug 02 00:37:37,一直都在！！@蔡徐坤
3059,无脚的鸟儿一直飞,江西,f,,Wed Aug 02 00:39:17,坤坤，生日快乐，陪你度过的第六个生日，我们一直都在
3060,琪崽超爱困,云南,f,kun&ikun,Wed Aug 02 00:46:17,平安喜乐@蔡徐坤
3061,小蔡别流泪,云南,f,我一直都在,Wed Aug 02 00:42:41,25岁会突出重围@蔡徐坤
3062,_uifen,广东,f,爱人如己,Wed Aug 02 00:41:49,蔡徐坤生日快乐！天天开心健康平安！
3063,小寧好困k_KUN,山东,f,KUN&IKUN,Wed Aug 02 00:40:52,生日快乐[心]@蔡徐坤 要开心要快乐!
3064,土土LINK,河南,f,...我也是你星球的一部分吗—当然,Wed Aug 02 11:10:58,宝贝生日快乐@蔡徐坤 一直都在
3065,葵葵啊啊呀,贵州,f,,Wed Aug 02 00:34:58,天天开心
3066,蔡小葵的猫咪002,四川,f,.幸福就是你有爱人的能力，我也有被爱的运气😘 💕,Wed Aug 02 07:56:58,一定要开心快乐
3067,彩包困困,新疆,m,,Wed Aug 02 19:41:49,蔡徐坤生日快乐[心][心][心][心]@蔡徐坤
3068,奎园里的小宝宝,重庆,m,,Wed Aug 02 00:33:32,@蔡徐坤
3069,蔡小葵的猫咪002,四川,f,.幸福就是你有爱人的能力，我也有被爱的运气😘 💕,Wed Aug 02 07:57:07,25岁生日快乐
3070,-18年春_,湖南,f,,Wed Aug 02 00:57:53,生日快乐
3071,DuoDuo好困,河南,f,,Wed Aug 02 10:19:49,你在 家在 我在❤️生日快乐 http://t.cn/A6004Lhf
3072,周一见啊x,湖南,f,蔡徐坤,Wed Aug 02 09:36:13,蔡徐坤生日快乐[打call]
3073,情话说给_坤,重庆,f,不需要建议 不需要认同 我喜欢就值得.@蔡徐坤,Wed Aug 02 07:49:49,要天天开心啦
3074,彩色妳妳,江苏,f,,Thu Aug 03 00:20:48,生日快乐[春游家族]
3075,山如慢浪,安徽,f,很幸运能陪他从August到KUN.,Wed Aug 02 20:40:56,生日快乐[打call][打call][打call]
3076,Dream-powerful,河南,f,款款独行才不致倾溢,Wed Aug 02 01:22:26,坤哥永远自由吧[抱一抱][抱一抱]@蔡徐坤
3077,玫瑰拾期,江苏,f,,Wed Aug 02 07:21:35,我们一直在[抱一抱]
3078,蓝玫瑰_蔡徐坤Kun,广东,f,这里只有蔡徐坤,Fri Aug 18 23:59:13,希望我们一直开心[送花花]@蔡徐坤
3079,Loveneverfails-捌贰-,河南,f,,Sat Aug 19 22:46:28,你在的地方就是我奔赴的远方，期待下次相聚❤️
3080,kunkun拉着ann,安徽,f,小号待养轮终身伴坤,Fri Sep 22 19:39:32,想你宝贝[心]
3081,wang荷漪,安徽,f,鳗鱼爱张根硕！爱蔡徐坤！（ikun）,Mon Sep 04 20:09:39,好想宝贝
3082,蓝玫瑰_蔡徐坤Kun,广东,f,这里只有蔡徐坤,Fri Aug 18 23:59:15,[哇]
3083,晚睡又不想早起,北京,m, ,Wed Aug 16 12:43:43,[鼓掌][鼓掌][鼓掌]
3084,今天还爱困吗,河北,f,小v脸花瓣唇忠实极端爱好者，愿望是早日自由。珍藏一只小猪坨5年啦，KUN一起很美好的走下去🥰🥺镇魂,Wed Aug 16 11:39:24,你拍七，我拍七，七个猪咪穿新衣
3085,今天还爱困吗,河北,f,小v脸花瓣唇忠实极端爱好者，愿望是早日自由。珍藏一只小猪坨5年啦，KUN一起很美好的走下去🥰🥺镇魂,Wed Aug 16 11:39:21,你拍六，我拍六，六个猪咪拣豆豆～
3086,今天还爱困吗,河北,f,小v脸花瓣唇忠实极端爱好者，愿望是早日自由。珍藏一只小猪坨5年啦，KUN一起很美好的走下去🥰🥺镇魂,Wed Aug 16 11:39:18,你拍五，我拍五，五个猪咪敲锣鼓～
3087,今天还爱困吗,河北,f,小v脸花瓣唇忠实极端爱好者，愿望是早日自由。珍藏一只小猪坨5年啦，KUN一起很美好的走下去🥰🥺镇魂,Wed Aug 16 11:39:16,你拍四，我拍四，四个猪咪写大字～
3088,今天还爱困吗,河北,f,小v脸花瓣唇忠实极端爱好者，愿望是早日自由。珍藏一只小猪坨5年啦，KUN一起很美好的走下去🥰🥺镇魂,Wed Aug 16 11:39:13,你拍三，我拍三，三个猪咪来搬砖
3089,今天还爱困吗,河北,f,小v脸花瓣唇忠实极端爱好者，愿望是早日自由。珍藏一只小猪坨5年啦，KUN一起很美好的走下去🥰🥺镇魂,Wed Aug 16 11:39:11,你拍二，我拍二，两个猪咪丢手绢～
3090,今天还爱困吗,河北,f,小v脸花瓣唇忠实极端爱好者，愿望是早日自由。珍藏一只小猪坨5年啦，KUN一起很美好的走下去🥰🥺镇魂,Wed Aug 16 11:39:08,你拍一，我拍一，一个猪咪乘飞机
3091,知柚迟迟,广西,f,别蒙着眼、,Wed Aug 02 21:47:32,生日快乐[干杯]
3092,木耳ding,意大利,f,将一切平凡事变得美丽 ～,Wed Aug 02 14:13:01,@蔡徐坤  生日🎂快乐 吃长寿面，要一直开开心心，自由幸福[抱一抱] #蔡徐坤0802生日快乐# [蛋糕]#蔡徐坤#
3093,夏天家的CXK,广西,f,你的勇往直前是我永远追逐的光。,Wed Aug 02 08:58:41,我们一直都在，生日快乐哦宝贝[心][爱你]
3094,坤坤之语,浙江,f,唯一的光——谢谢你❤️蔡徐坤【只要活着就一直在】,Wed Aug 02 00:44:38,25岁生日快乐@蔡徐坤  哥哥[鲜花]
3095,坤坤之语,浙江,f,唯一的光——谢谢你❤️蔡徐坤【只要活着就一直在】,Wed Aug 02 00:44:23,永远爱你@蔡徐坤 [抱一抱]
3096,坤坤之语,浙江,f,唯一的光——谢谢你❤️蔡徐坤【只要活着就一直在】,Wed Aug 02 00:44:15,永远自由[给你小心心]
3097,高冷女神小迟,山东,f,未曾谋面的也终将会相遇,Wed Aug 02 00:34:08,你给我听着（抓住手腕）我爱你！（低沉）记住了！（咬后槽牙）生日快乐[抱一抱][抱一抱]
3098,kunkun拉着ann,安徽,f,小号待养轮终身伴坤,Fri Sep 22 19:39:32,想你宝贝[心]
3099,wang荷漪,安徽,f,鳗鱼爱张根硕！爱蔡徐坤！（ikun）,Mon Sep 04 20:09:39,好想宝贝
3100,Loveneverfails-捌贰-,河南,f,,Sat Aug 19 22:46:28,你在的地方就是我奔赴的远方，期待下次相聚❤️
3101,蓝玫瑰_蔡徐坤Kun,广东,f,这里只有蔡徐坤,Fri Aug 18 23:59:15,[哇]
3102,就叫我小i叭,天津,f,wuli小闪,Wed Aug 02 00:35:25,生日快乐[心][心][心][心]
3103,甜心系坤,马来西亚,f,🦁&🐱 𝐊𝐔𝐍 𝐚𝐧𝐝 𝐈𝐊𝐔𝐍 𝐢𝐬 𝐅𝐎𝐑𝐄𝐕𝐄𝐑,Wed Aug 02 00:30:24,@蔡徐坤
3104,甜心系坤,马来西亚,f,🦁&🐱 𝐊𝐔𝐍 𝐚𝐧𝐝 𝐈𝐊𝐔𝐍 𝐢𝐬 𝐅𝐎𝐑𝐄𝐕𝐄𝐑,Wed Aug 02 00:31:38,一定要一直开心！！！
3105,雲時有雨,重庆,f,此号jin言中,Wed Aug 02 00:46:58,阿彩生日快乐呀
3106,浪漫兴衰,广东,f,𝐂𝐚𝐢𝐗𝐮𝐊𝐮𝐧,Wed Aug 02 00:37:37,一直都在！！@蔡徐坤
3107,无脚的鸟儿一直飞,江西,f,,Wed Aug 02 00:39:17,坤坤，生日快乐，陪你度过的第六个生日，我们一直都在
3108,琪崽超爱困,云南,f,kun&ikun,Wed Aug 02 00:46:17,平安喜乐@蔡徐坤
3109,小蔡别流泪,云南,f,我一直都在,Wed Aug 02 00:42:41,25岁会突出重围@蔡徐坤
3110,_uifen,广东,f,爱人如己,Wed Aug 02 00:41:49,蔡徐坤生日快乐！天天开心健康平安！
3111,小寧好困k_KUN,山东,f,KUN&IKUN,Wed Aug 02 00:40:52,生日快乐[心]@蔡徐坤 要开心要快乐!
3112,土土LINK,河南,f,...我也是你星球的一部分吗—当然,Wed Aug 02 11:10:58,宝贝生日快乐@蔡徐坤 一直都在
3113,葵葵啊啊呀,贵州,f,,Wed Aug 02 00:34:58,天天开心
3114,蔡小葵的猫咪002,四川,f,.幸福就是你有爱人的能力，我也有被爱的运气😘 💕,Wed Aug 02 07:56:58,一定要开心快乐
3115,彩包困困,新疆,m,,Wed Aug 02 19:41:49,蔡徐坤生日快乐[心][心][心][心]@蔡徐坤
3116,奎园里的小宝宝,重庆,m,,Wed Aug 02 00:33:32,@蔡徐坤
3117,蔡小葵的猫咪002,四川,f,.幸福就是你有爱人的能力，我也有被爱的运气😘 💕,Wed Aug 02 07:57:07,25岁生日快乐
3118,-18年春_,湖南,f,,Wed Aug 02 00:57:53,生日快乐
3119,DuoDuo好困,河南,f,,Wed Aug 02 10:19:49,你在 家在 我在❤️生日快乐 http://t.cn/A6004Lhf
3120,周一见啊x,湖南,f,蔡徐坤,Wed Aug 02 09:36:13,蔡徐坤生日快乐[打call]
3121,情话说给_坤,重庆,f,不需要建议 不需要认同 我喜欢就值得.@蔡徐坤,Wed Aug 02 07:49:49,要天天开心啦
3122,彩色妳妳,江苏,f,,Thu Aug 03 00:20:48,生日快乐[春游家族]
3123,山如慢浪,安徽,f,很幸运能陪他从August到KUN.,Wed Aug 02 20:40:56,生日快乐[打call][打call][打call]
3124,Dream-powerful,河南,f,款款独行才不致倾溢,Wed Aug 02 01:22:26,坤哥永远自由吧[抱一抱][抱一抱]@蔡徐坤
3125,玫瑰拾期,江苏,f,,Wed Aug 02 07:21:35,我们一直在[抱一抱]
3126,蓝玫瑰_蔡徐坤Kun,广东,f,这里只有蔡徐坤,Fri Aug 18 23:59:13,希望我们一直开心[送花花]@蔡徐坤
3127,Loveneverfails-捌贰-,河南,f,,Sat Aug 19 22:46:28,你在的地方就是我奔赴的远方，期待下次相聚❤️
3128,kunkun拉着ann,安徽,f,小号待养轮终身伴坤,Fri Sep 22 19:39:32,想你宝贝[心]
3129,wang荷漪,安徽,f,鳗鱼爱张根硕！爱蔡徐坤！（ikun）,Mon Sep 04 20:09:39,好想宝贝
3130,蓝玫瑰_蔡徐坤Kun,广东,f,这里只有蔡徐坤,Fri Aug 18 23:59:15,[哇]
3131,晚睡又不想早起,北京,m, ,Wed Aug 16 12:43:43,[鼓掌][鼓掌][鼓掌]
3132,今天还爱困吗,河北,f,小v脸花瓣唇忠实极端爱好者，愿望是早日自由。珍藏一只小猪坨5年啦，KUN一起很美好的走下去🥰🥺镇魂,Wed Aug 16 11:39:24,你拍七，我拍七，七个猪咪穿新衣
3133,今天还爱困吗,河北,f,小v脸花瓣唇忠实极端爱好者，愿望是早日自由。珍藏一只小猪坨5年啦，KUN一起很美好的走下去🥰🥺镇魂,Wed Aug 16 11:39:21,你拍六，我拍六，六个猪咪拣豆豆～
3134,今天还爱困吗,河北,f,小v脸花瓣唇忠实极端爱好者，愿望是早日自由。珍藏一只小猪坨5年啦，KUN一起很美好的走下去🥰🥺镇魂,Wed Aug 16 11:39:18,你拍五，我拍五，五个猪咪敲锣鼓～
3135,今天还爱困吗,河北,f,小v脸花瓣唇忠实极端爱好者，愿望是早日自由。珍藏一只小猪坨5年啦，KUN一起很美好的走下去🥰🥺镇魂,Wed Aug 16 11:39:16,你拍四，我拍四，四个猪咪写大字～
3136,今天还爱困吗,河北,f,小v脸花瓣唇忠实极端爱好者，愿望是早日自由。珍藏一只小猪坨5年啦，KUN一起很美好的走下去🥰🥺镇魂,Wed Aug 16 11:39:13,你拍三，我拍三，三个猪咪来搬砖
3137,小太阳o3o,江苏,f,☀️,Wed Aug 02 00:30:28,本爱困在江苏祝蔡徐坤25岁生日快乐🥳天天开心 http://t.cn/A60pn9YK
3138,小太阳o3o,江苏,f,☀️,Wed Aug 02 00:36:31,@蔡徐坤 永远自由永远开心
3139,小坤要好好的唷,安徽,f,镇魂  “我曾在月光下凝望一只蝴蝶破碎的翅膀，我爱你的缺口，胜过你的完美”,Wed Aug 02 00:33:43,生日快乐小坤
3140,小颂星葵园,福建,f,我永远忠于我的五号选手,Wed Aug 02 00:41:34,生日快乐@蔡徐坤
3141,KUN070802,贵州,f,KUN 爱人如己,Wed Aug 02 00:41:39,@蔡徐坤 宝宝生日快乐
3142,kDO小丁,河南,f,时间再快点 让我们快点快点见面,Wed Aug 02 00:39:44,好漂亮的蛋糕，生日快乐[抱一抱][抱一抱][抱一抱]
3143,狐狸先生_Aurora,河南,f,爱人如己,Wed Aug 02 00:38:13,我喜欢这个图案，生日快乐
3144,煎葵果子,湖北,f,爱与猜忌不同生,Wed Aug 02 01:17:05,生日快乐！一定要快乐哦
3145,礼貌大直囡_,广东,f,耀眼的爱穿过胸膛，孤傲的玫瑰刺进心脏.,Wed Aug 02 00:56:26,好漂亮的蛋糕！小宝贝也要笑得这么开心！
3146,kx82-,广东,f,未曾谋面的也终将会相遇.,Wed Aug 02 00:47:51,生日快乐[蛋糕][爱你]
3147,小葵在哪a,浙江,f,小葵在哪  我就在哪,Wed Aug 02 01:02:44,坤坤生日快乐
3148,小蔡莓烦恼-,安徽,f,谢谢你的出现  更谢谢你的坚持@蔡徐坤,Wed Aug 02 17:10:41,勇敢大胆的去闯吧，身后永远有人爱你。生日快乐🎂
3149,Cr-zs,重庆,f,爱人如己,Wed Aug 02 11:09:10,生日快乐[蛋糕]
3150,184痞帅纯情学长,福建,f,,Wed Aug 02 01:02:36,好漂亮的蛋糕，生日快乐坤[打call]
3151,ikun简忆,广西,f,蔡徐坤妈粉兼生命粉，别来烦我,Wed Aug 02 00:54:02,这个蛋糕也好好看
3152,煎蛋在冒泡中_,山东,f,虽不能至，心向往之💛 唯粉，多担别来,Sat Aug 05 10:10:56,生日快乐🎂
3153,T40w82,河南,f,,Wed Aug 02 00:49:06,生日快乐🎂
3154,坤大哥吃了没,江苏,f,kun&ikun,Wed Aug 02 00:49:05,生日快乐宝贝
3155,吴蔡子,浙江,f,我会变好,Wed Aug 02 11:12:18,在浙江祝蔡徐坤25岁生日快乐[心]
3156,疯番肚若归坤坤,广东,f,KUN&ikun is Forever 爱人如己,Thu Aug 03 13:02:26,生日快乐@蔡徐坤
3157,我可不想听,陕西,m,事儿太多，回归三次元一段时间。会一直支持他。,Wed Aug 02 02:37:15,愿你被爱意所包围，愿你身边明灯璀璨，愿你的世界星河长明，愿你所愿皆能如愿。生日快乐！
3158,小萌萌的奇遇记,江苏,f,愿君安好,Wed Aug 02 05:47:03,南京的朋友在哪里[举手]
3159,乔昇-,四川,f,“玫瑰会凋零.但蓝玫瑰不会”,Wed Aug 02 01:51:23,生日快乐[打call]
3160,葵花溪,上海,f,要善良要向上,Sun Aug 06 12:42:27,爱是勇敢者的游戏 我们都是勇敢者❤️生日快乐！
3161,收集下课的信,河南,f,一直在一直爱,Wed Aug 02 01:22:24,永远做自己想做的事情[心]
3162,0802圈养的小西几,安徽,f,那就跟风耍一哈 装聋又做哑,Wed Aug 02 01:18:23,特别好看的蛋糕[开学季]
3163,储蓄卡余额8200,江苏,f,,Thu Aug 03 01:17:13,想你呀宝贝
3164,储蓄卡余额8200,江苏,f,,Thu Aug 03 01:17:08,好可爱的蛋糕
3165,爱咋咋地啦啦啦5501,江苏,f,,Wed Aug 02 23:43:11,小宝生日快乐
3166,滚开蔡黑,江苏,f,,Wed Aug 02 23:34:57,生日快乐[心]
3167,w管你,湖南,f,来啦🍃,Wed Aug 02 18:07:58,永远开心[礼物]
3168,葵宝是心头好,江西,f,ikun,Sat Aug 12 16:09:52,天天开心
3169,养乐多就是yyds,广东,m,,Wed Aug 02 23:08:54,开开心心呀宝宝[哇]@蔡徐坤
3170,葵宝是心头好,江西,f,ikun,Sat Aug 12 16:09:46,生日快乐宝贝
3171,好爱好爱奎奎,浙江,f,,Thu Aug 03 17:24:53,要天天开心@蔡徐坤
3172,爱吃芹菜炒牛肉的小迷虎,广西,f,𝙯ᙆ,Wed Aug 02 11:27:51,天天开心@蔡徐坤
3173,唯爱小葵坤kun,安徽,f,,Wed Aug 02 10:20:09,生日快乐蔡徐坤
3174,温温温哥华水管工,浙江,f,恋奶 守护妈妈…是我的终极使命,Wed Aug 02 09:34:27,呜呜呜好可爱的蛋糕
3175,1点点的芹菜炒牛肉,浙江,f,KUN&IKUN,Wed Aug 02 10:04:27,生日快乐大哥@蔡徐坤
3176,穿渡星,宁夏,f,,Wed Aug 02 09:38:16,生日快乐[送花花]
3177,kkkunnn8,贵州,f,爱平万难,Wed Aug 02 09:27:33,宝贝生日快乐@蔡徐坤
3178,蔡沫茶,浙江,f,那些未曾谋面的也终将会相遇,Wed Aug 02 09:21:39,这个图案是怎么做的 好好看喜欢！[哇]
3179,AAA支持墨2墨3墨4上自拍课,江西,f,我担骂很惨是命中注定,Wed Aug 02 01:54:11,生日快乐@蔡徐坤
3180,派迅安丢醍,河南,f,,Wed Aug 02 01:20:50,大家捞捞带图的！！[心][心][心]
3181,笙念kun,江苏,f,花花世界，静守己心,Wed Aug 02 05:41:02,生日快乐🎂[心]
3182,女贞路的1号猫头鹰,辽宁,f,修行,Wed Aug 02 13:20:14,这个好看好看！！[毕业帽]生日快乐@蔡徐坤
3183,冉妹卷蔡粽子,山东,f,别来视奸我。。。。闲的你真是,Wed Aug 02 01:21:41,哇噻这个也好看[泪]
3184,夜空的深情,贵州,f,希望你所有的困难都迎刃而解,Wed Aug 02 01:25:33,生日快乐
3185,X-5151,广东,f,,Wed Aug 02 01:11:22,@蔡徐坤 生日快乐
3186,KUN的海洋之心,湖北,f,逆风翻盘,Wed Aug 02 00:48:13,好漂亮@蔡徐坤
3187,kkkkmmikk,山东,f,,Wed Aug 02 00:37:25,好可爱的蛋糕
3188,大头奎·,新疆,f,,Fri Aug 18 21:16:37,我永远独爱你[心]
3189,黑暗的莲花168,北京,m,,Sun Aug 20 14:41:33,要天天开心快乐@蔡徐坤
3190,自成现象爱欲痛,英国,f,,Sun Aug 27 14:53:38,@蔡徐坤❤️愿你被爱意所包围，愿你身边明灯璀璨，愿你的世界星河长明，愿你所愿皆能如愿。生日快乐！
3191,菜田员工,云南,m,,Wed Aug 02 01:00:50,生日快乐🎂生日快乐
3192,月亮要高考啦,广西,f,未曾谋面的  终将会相遇  慢慢来吧 慢慢约会吧,Wed Aug 02 00:56:37,在广西祝蔡徐坤生日快乐
3193,kunkun拉着ann,安徽,f,小号待养轮终身伴坤,Thu Sep 14 17:54:47,想你宝贝[心]
3194,kk饱饱要开心,湖北,f,,Thu Sep 07 19:29:14,[打call][打call][打call][打call]
3195,荷塘月色的八月,安徽,m,,Thu Sep 07 07:15:33,早安蔡徐坤！
3196,仍在花海等我默片迷,英国,m,,Sun Aug 27 15:17:09,@蔡徐坤❤️爱是勇敢者的游戏 我们都是勇敢者❤️生日快乐！
3197,孤巷与猫-,江苏,f,,Wed Aug 02 00:47:02,江苏🙋[送花花]
3198,AugustGilding-,英国,f,,Wed Aug 02 00:30:20,嘿！坤坤生日快乐！我说 25岁 一定一定会更好 我们还要多多见面！ http://t.cn/A60pn9LT
3199,神气的小葵葵,上海,f,,Wed Aug 02 00:35:14,你这🐷也太🐷了[笑cry][笑cry][笑cry]
3200,蔡徐坤你好重新了解一下,四川,f,小坤，希望你知道，我可以与你同甘，但更能与你共苦。,Wed Aug 02 00:43:08,艹哈哈哈哈哈哈哈，稍微的有些草率了哈哈哈哈
3201,mirlkunnn,中国澳门,m,矮鸭妈鸭！偷看蔡徐坤腹肌眼睛被打肿惹o_O,Wed Aug 02 00:44:13,蹭楼 楼主速來給加熱 （小坤生日快樂 我愛你啊！
3202,KUNsgirl-,山东,f,小坤Don’t worry Be happy✌🏻Have fun🙌🏻,Wed Aug 02 01:28:42,蹭楼（蔡徐坤我爱你！生日快乐！）
3203,KUNsgirl-,山东,f,小坤Don’t worry Be happy✌🏻Have fun🙌🏻,Wed Aug 02 01:28:08,原来你在这儿！
3204,Erikundi,广东,f,我的小猪特别特别好！,Wed Aug 02 01:11:02,笑死了你这个
3205,蔡劳斯很甜嘟,安徽,f,已疯  谢谢,Wed Aug 02 05:34:34,哈哈哈哈哈哈哈哈
3206,点点duangduang82,河南,f,没有简介,Wed Aug 02 01:05:35,俺喜欢你这个[色]
3207,小甜菜ABC,湖南,f,经不住似水流年，逃不过此间少年。,Wed Aug 02 01:59:21,嗯～不错挺别致的[挤眼]
3208,K可爱奶蔡,广东,m,kun&Ikun,Wed Aug 02 01:57:54,生日快乐[哈哈]
3209,小鲤ki,湖南,f,困困天下第一,Wed Aug 02 01:01:19,啊哈哈哈哈哈真的是小猪
3210,坭堞坤,四川,f,外求 转向 内求,Wed Aug 02 01:00:16,不是 我还在哭呢 你、
3211,0802圈养的小西几,安徽,f,那就跟风耍一哈 装聋又做哑,Wed Aug 02 01:18:37,哈哈哈哈哈哈哈哈小猪包生日快乐[开学季]
3212,麻说你是个好宝宝,山东,m,精神洁癖严重患者,Wed Aug 02 01:22:46,好可爱啊啊啊啊啊啊啊啊
3213,Mo莫或,广东,m,看什么看，减财十万分给我,Wed Aug 02 00:59:17,哈哈哈哈小猪咪
3214,蔡先生的蔡太太太,浙江,f,🦁🐱你好好成长 我好好爱你,Wed Aug 02 00:59:32,哈哈这个蛋糕
3215,Rebirth-HK,辽宁,f,KUN,Wed Aug 02 00:36:56,@蔡徐坤 快看
3216,心动yu坤,甘肃,f,,Wed Aug 02 01:04:25,你给我上去[抱一抱]
3217,KUN82坤坤,海南,f,AUGUST  爱SOLO,Wed Aug 02 00:39:05,哈哈你这只小猪
3218,w管你,湖南,f,来啦🍃,Wed Aug 02 18:08:09,哈哈哈哈哈哈哈哈哈哈
